date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:10:45	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:47%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=4.1.2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min8aee.css	(from https://sharvaconsulting.com/)
14:10:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:47%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=4.1.2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-image-box.min8aee.css	(from https://sharvaconsulting.com/)
14:10:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:47%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://sharvaconsulting.com/)
14:10:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:47%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=4.1.2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min8aee.css	(from https://sharvaconsulting.com/)
14:10:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:47%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=4.1.2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min8aee.css	(from https://sharvaconsulting.com/)
14:10:46	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:48%20GMT	https://sharvaconsulting.com/wp-content/uploads/elementor/css/post-362.css?ver=1782233002	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/elementor/css/post-362082e.css	(from https://sharvaconsulting.com/)
14:10:47	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:48%20GMT	https://sharvaconsulting.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1755012513	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/elementor/google-fonts/css/roboto5ce9.css	(from https://sharvaconsulting.com/)
14:10:47	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:48%20GMT	https://sharvaconsulting.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1755012514	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/elementor/google-fonts/css/robotoslabf252.css	(from https://sharvaconsulting.com/)
14:10:47	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:48%20GMT	https://sharvaconsulting.com/wp-content/uploads/elementor/google-fonts/css/montserrat.css?ver=1755012516	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/elementor/google-fonts/css/montserrat6e78.css	(from https://sharvaconsulting.com/)
14:10:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:49%20GMT	https://sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.7.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min3de0.js	(from https://sharvaconsulting.com/)
14:10:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:49%20GMT	https://sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.10.7.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mine5db.js	(from https://sharvaconsulting.com/)
14:10:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:49%20GMT	https://sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.7.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min9e47.js	(from https://sharvaconsulting.com/)
14:10:48	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:49%20GMT	https://sharvaconsulting.com/wp-json/wp/v2/pages/362	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-json/wp/v2/pages/362	(from https://sharvaconsulting.com/)
14:10:50	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:51%20GMT	https://sharvaconsulting.com/xmlrpc.php?rsd	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/xmlrpc0db0.php	(from https://sharvaconsulting.com/)
14:10:50	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:51%20GMT	https://sharvaconsulting.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsharvaconsulting.com%2F	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-json/oembed/1.0/embed1549	(from https://sharvaconsulting.com/)
14:10:50	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:50%20GMT	https://sharvaconsulting.com/wp-json/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-json/index.html	(from https://sharvaconsulting.com/)
14:10:51	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:52%20GMT	https://sharvaconsulting.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsharvaconsulting.com%2F&format=xml	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-json/oembed/1.0/embedf425	(from https://sharvaconsulting.com/)
14:10:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:53%20GMT	https://sharvaconsulting.com/wp-admin/admin-ajax.php	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-admin/admin-ajax.php	(from https://sharvaconsulting.com/)
14:10:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:54%20GMT	https://sharvaconsulting.com/wp-login.php?action=register	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-login0ddc.php	(from https://sharvaconsulting.com/)
14:10:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:54%20GMT	https://sharvaconsulting.com/cart/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/cart/index.html	(from https://sharvaconsulting.com/)
14:10:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:54%20GMT	https://sharvaconsulting.com/blogs/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/blogs/index.html	(from https://sharvaconsulting.com/)
14:10:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:55%20GMT	https://sharvaconsulting.com/course-directory/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/course-directory/index.html	(from https://sharvaconsulting.com/)
14:10:55	455032/455032	---MCZ	200	added ('OK')	image/jpeg	etag:%226f178-645a90817eab4%22	https://demos.wplms.io/wp-content/uploads/2020/07/similingwoman.jpg	C:/Users/USER/Downloads/Internship/mywebsite/demos.wplms.io/wp-content/uploads/2020/07/similingwoman.jpg	(from https://sharvaconsulting.com/)
14:10:55	6843/6843	---MCZ	200	added ('OK')	image/png	etag:%221abb-645a90818cd43%22	https://demos.wplms.io/wp-content/uploads/2020/07/bg-1.png	C:/Users/USER/Downloads/Internship/mywebsite/demos.wplms.io/wp-content/uploads/2020/07/bg-1.png	(from https://sharvaconsulting.com/)
14:10:55	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:56%20GMT	https://sharvaconsulting.com/course/bni-trainers-and-coaches-power-team/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/course/bni-trainers-and-coaches-power-team/index.html	(from https://sharvaconsulting.com/)
14:10:56	18706/18706	---MCZ	200	added ('OK')	image/jpeg	etag:%224912-647d679165d9e%22	https://demos.wplms.io/wp-content/themes/wplms/assets/images/avatar.jpg	C:/Users/USER/Downloads/Internship/mywebsite/demos.wplms.io/wp-content/themes/wplms/assets/images/avatar.jpg	(from https://sharvaconsulting.com/)
14:10:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:57%20GMT	https://sharvaconsulting.com/members-directory/maheshmdsharvagroup-com/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/members-directory/maheshmdsharvagroup-com/index.html	(from https://sharvaconsulting.com/)
14:10:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:57%20GMT	https://sharvaconsulting.com/wp-content/uploads/2020/07/2-150x150.png	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2020/07/2-150x150.59.delayed	(from https://sharvaconsulting.com/)
14:10:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:57%20GMT	https://sharvaconsulting.com/wp-content/uploads/2020/07/3-150x150.png	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2020/07/3-150x150.png	(from https://sharvaconsulting.com/)
14:10:56	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:58%20GMT	https://sharvaconsulting.com/wp-content/uploads/2020/07/Screenshot-2020-07-16-at-11.28.45-PM-150x150.png	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2020/07/Screenshot-2020-07-16-at-11.28.45-PM-150x150.png	(from https://sharvaconsulting.com/)
14:10:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:58%20GMT	https://sharvaconsulting.com/course/it-project-management/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/course/it-project-management/index.html	(from https://sharvaconsulting.com/)
14:10:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:58%20GMT	https://sharvaconsulting.com/wp-content/uploads/2020/07/Screenshot-2020-07-16-at-11.27.14-PM-150x150.png	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2020/07/Screenshot-2020-07-16-at-11.27.14-PM-150x150.png	(from https://sharvaconsulting.com/)
14:10:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:58%20GMT	https://sharvaconsulting.com/course/demo-course/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/course/demo-course/index.html	(from https://sharvaconsulting.com/)
14:10:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:58%20GMT	https://sharvaconsulting.com/wp-content/uploads/2020/07/Screenshot-2020-07-16-at-11.29.00-PM-150x150.png	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2020/07/Screenshot-2020-07-16-at-11.29.00-PM-150x150.png	(from https://sharvaconsulting.com/)
14:10:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:58%20GMT	https://sharvaconsulting.com/members-directory/ut35480gmail-com/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/members-directory/ut35480gmail-com/index.html	(from https://sharvaconsulting.com/)
14:10:57	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:59%20GMT	https://sharvaconsulting.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-10.7.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocksf655.css	(from https://sharvaconsulting.com/)
14:10:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:59%20GMT	https://sharvaconsulting.com/wp-content/plugins/wplms_plugin/assets/css/shortcodes.css?ver=1.9.9.7	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/wplms_plugin/assets/css/shortcodes0866.css	(from https://sharvaconsulting.com/)
14:10:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:59%20GMT	https://sharvaconsulting.com/page/2/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/page/2/index.html	(from https://sharvaconsulting.com/)
14:10:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:59%20GMT	https://sharvaconsulting.com/wp-content/plugins/creame-whatsapp-me/public/css/joinchat.min.css?ver=6.0.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/creame-whatsapp-me/public/css/joinchat.mind42d.css	(from https://sharvaconsulting.com/)
14:10:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:59%20GMT	https://sharvaconsulting.com/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min.css?ver=10.7.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min9e47.css	(from https://sharvaconsulting.com/)
14:10:58	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:00%20GMT	https://sharvaconsulting.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min.css?ver=10.7.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min9e47.css	(from https://sharvaconsulting.com/)
14:10:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:00%20GMT	https://sharvaconsulting.com/wp-content/plugins/vibebp/assets/js/plyr.js?ver=1.9.9.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/vibebp/assets/js/plyr8759.js	(from https://sharvaconsulting.com/)
14:10:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:00%20GMT	https://sharvaconsulting.com/page/3/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/page/3/index.html	(from https://sharvaconsulting.com/)
14:10:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:00%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/vendor/react.mine1ab.js	(from https://sharvaconsulting.com/)
14:10:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:00%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/vendor/react-dom.mine1ab.js	(from https://sharvaconsulting.com/)
14:10:59	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:01%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/escape-html.min.js?ver=6561a406d2d232a6fbd2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/escape-html.min3a9d.js	(from https://sharvaconsulting.com/)
14:11:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:01%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/element.min.js?ver=a4eeeadd23c0d7ab1d2d	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/element.minfa0f.js	(from https://sharvaconsulting.com/)
14:11:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:01%20GMT	https://sharvaconsulting.com/wp-content/uploads/2025/09/g7025ee34b55769bbadc3b8bb51c1bc896c28c70420f2778e94355108d2f7e3dafbccbaa0cb6ec86460e2fd4b88584a63208c8834165a6cb76dccacfc42725093_1280-8151798-150x150.jpg	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2025/09/g7025ee34b55769bbadc3b8bb51c1bc896c28c70420f2778e94355108d2f7e3dafbccbaa0cb6ec86460e2fd4b88584a63208c8834165a6cb76dccacfc42725093_1280-8151798-	(from https://sharvaconsulting.com/)
14:11:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:01%20GMT	https://sharvaconsulting.com/wp-content/plugins/wplms_plugin/assets/js/course_video.js?ver=1.9.9.7	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/wplms_plugin/assets/js/course_video0866.js	(from https://sharvaconsulting.com/)
14:11:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:01%20GMT	https://sharvaconsulting.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://sharvaconsulting.com/)
14:11:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:01%20GMT	https://sharvaconsulting.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/mediaelement/mediaelement-migrate.mina784.js	(from https://sharvaconsulting.com/)
14:11:00	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:02%20GMT	https://sharvaconsulting.com/wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/thickbox/thickboxab87.js	(from https://sharvaconsulting.com/)
14:11:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:02%20GMT	https://sharvaconsulting.com/wp-content/plugins/wplms_plugin/includes/vibe-shortcodes/js/shortcodes.js?ver=1.9.9.7	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/wplms_plugin/includes/vibe-shortcodes/js/shortcodes0866.js	(from https://sharvaconsulting.com/)
14:11:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:02%20GMT	https://sharvaconsulting.com/wp-content/uploads/2025/09/g753b2878b91076eaaa10c4034f4c97e42325f94e51efce056a0d1b48cfd52e6882ee3cca8a0bb1b1d31e2babad7b801c2599100198f3234b000bed97d62c0138_1280-3265840-150x150.jpg	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2025/09/g753b2878b91076eaaa10c4034f4c97e42325f94e51efce056a0d1b48cfd52e6882ee3cca8a0bb1b1d31e2babad7b801c2599100198f3234b000bed97d62c0138_1280-3265840-	(from https://sharvaconsulting.com/)
14:11:01	208522/208522	---MCZ	200	added ('OK')	application/javascript	etag:W/%2232e8a-y1VYFBBM+4v4jk0bIQM7SVw8Wnc%22	https://cdn.jsdelivr.net/npm/chart.js	C:/Users/USER/Downloads/Internship/mywebsite/cdn.jsdelivr.net/npm/chart.js	(from https://sharvaconsulting.com/)
14:11:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:02%20GMT	https://sharvaconsulting.com/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=09382f635556bec359b3	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main1006.js	(from https://sharvaconsulting.com/)
14:11:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:03%20GMT	https://sharvaconsulting.com/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/mediaelement/wp-mediaelement.mina784.js	(from https://sharvaconsulting.com/)
14:11:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:03%20GMT	https://sharvaconsulting.com/refund_returns-2/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/refund_returns-2/index.html	(from https://sharvaconsulting.com/)
14:11:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:03%20GMT	https://sharvaconsulting.com/all-courses/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/all-courses/index.html	(from https://sharvaconsulting.com/)
14:11:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:03%20GMT	https://sharvaconsulting.com/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=6.0.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.mind42d.js	(from https://sharvaconsulting.com/)
14:11:02	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:04%20GMT	https://sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=10.7.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min9e47.js	(from https://sharvaconsulting.com/)
14:11:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:04%20GMT	https://sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=10.7.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min9e47.js	(from https://sharvaconsulting.com/)
14:11:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:04%20GMT	https://sharvaconsulting.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://sharvaconsulting.com/)
14:11:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:04%20GMT	https://sharvaconsulting.com/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.13.3	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/jquery/ui/datepicker.minb37e.js	(from https://sharvaconsulting.com/)
14:11:03	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:05%20GMT	https://sharvaconsulting.com/wp-content/plugins/wplms_plugin/includes/vibe-course-module/includes/js/course2.js?ver=1.9.9.7	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/wplms_plugin/includes/vibe-course-module/includes/js/course20866.js	(from https://sharvaconsulting.com/)
14:11:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:05%20GMT	https://sharvaconsulting.com/wp-content/plugins/vibebp/assets/js/localforage.min.js?ver=1.9.9.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/vibebp/assets/js/localforage.min8759.js	(from https://sharvaconsulting.com/)
14:11:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:05%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/vendor/react-jsx-runtime.min.js?ver=18.3.1	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/vendor/react-jsx-runtime.mincb06.js	(from https://sharvaconsulting.com/)
14:11:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:05%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/deprecated.min.js?ver=e1f84915c5e8ae38964c	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/deprecated.min0a8b.js	(from https://sharvaconsulting.com/)
14:11:04	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:05%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/dom.min.js?ver=80bd57c84b45cf04f4ce	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/dom.minbe50.js	(from https://sharvaconsulting.com/)
14:11:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:06%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/is-shallow-equal.min.js?ver=e0f9f1d78d83f5196979	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/is-shallow-equal.mincb09.js	(from https://sharvaconsulting.com/)
14:11:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:06%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/keycodes.min.js?ver=034ff647a54b018581d3	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/keycodes.min8cc0.js	(from https://sharvaconsulting.com/)
14:11:05	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:42:06%20GMT	https://sharvaconsulting.com/wp-includes/js/dist/priority-queue.min.js?ver=9c21c957c7e50ffdbf48	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/priority-queue.minc7db.js	(from https://sharvaconsulting.com/)
